0, 1
1, 147702
2, 9020
3, 1034
4, 109
5, 4
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 0
1, 1
2, 2
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 85763
2, 56423
3, 5104
4, 404
5, 8
7, 0
9, 0
14, 0
28, 0
1, 0
2, 6561
3, 2256
4, 198
5, 5
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 965
4, 68
5, 1
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 107
5, 2
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 4
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
1, 0
2, 0
3, 0
4, 0
5, 0
7, 0
9, 0
14, 0
28, 0
0, 1
1, 85763
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 2
1, 56423
2, 6561
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 5104
2, 2256
3, 965
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 404
2, 198
3, 68
4, 107
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 8
2, 5
3, 1
4, 2
5, 4
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
